Country,Year,soc_age_dependency,env_co2_cba,env_co2_gdp,env_co2_capita,env_co2_pba,soc_edu_compul_yrs,gov_cpi_aop,gov_cpi_eop,gov_inflation,gov_corruption,gov_account_bal,gov_export_price,soc_female_mgrs,soc_broadband,gov_gdp_capita,gov_gdp_const,gov_gdp_growth,gov_gdp_ppp_const,gov_gdp_ppp_curr,soc_gini_index,gov_effectiveness,soc_immun_dpt,soc_immun_hepb,soc_immun_measles,soc_mort_infant,soc_internet_users,soc_life_expect,soc_edu_low_sec,soc_mort_maternal,soc_mort_general,soc_mort_road,soc_mort_poison,soc_mort_u5_tot,soc_mort_u5_fem,soc_mort_u5_male,env_nd_gain_idx,soc_mort_neonatal,soc_net_migration,soc_open_defec,soc_water_basic,soc_sanit_basic,soc_water_safe,soc_sanit_safe_rur,soc_sanit_safe_urb,env_pm25_exp,gov_pol_stability,soc_pov_190,soc_pov_national,soc_edu_pre_dur,soc_edu_pri_dur,soc_sanit_improved,soc_women_parl,soc_health_exp,gov_real_gdp_gr,gov_reg_quality,env_renew_elec,env_renew_cons,gov_rd_expend,gov_researchers,gov_rule_law,soc_gpi_primary,soc_gpi_pri_sec,soc_gpi_secondary,soc_edu_sec_dur,soc_youth_idle,soc_suicide_rate,gov_terms_trade,soc_unempl_gen,soc_unempl_ilo,soc_unempl_nat,soc_unempl_y_ilo,soc_unempl_y_nat,gov_voice_acc,gov_esg_score,tour_arrivals,tour_nights,tour_avg_stay,population,tour_night_pop,tour_arrival_pop,area_km2,tour_arr_density,tour_night_density,gov_reer,log_arrivals,arrivals_per_capita,arrivals_per_km2
Austria,2000,48.1072,115466.6,0.1553,8.3243,79800,9,91.155,91.625,4.967,92.5532,-1393000000,44.2245,28.131,2.3774,24498.114,38571.0859,2.9417,53599.6092,29214.7386,29,94.5355,82.47,33,75,4.5,33.7,78.1268,101.3309,7,90.0745,12.5,0.18,5.5,4.9,6,65.8572,3.1,17631,0,100,99.992054,96.7192,99.2627,99.986396,19.1506,76.1905,0,13.2,6,4,99.68536700000001,26.776,6.8258,3.19,92.9348,73.1628,26.4,1.886,2992.2209,98.0099,0.9897,0.9697,0.9594,8,7.925,19.75,113.6098,89.4385,4.687,4.687,6.285,6.302,90.0498,17.7,22649293,90710626,4.005009162979171,8011566,11.322458805182407,2.8270743822119173,83878,270.02662199861703,1081.4590953527743,100.03885,16.935639239429598,2827.0743822119175,270.02662199861703
Austria,2001,47.6679,117636.4,0.1641,8.8751,83800,9,93.253,93.242,3.979,93.102,-1573000000,46.3248,29.377,3.9865,24430.662,38929.7538,0.9299,54098.0256,29556.4036,29.166666666666668,94.83529999999999,84,44,79,4.5,39.2,78.5756,101.3309,6,90.2192,12.2,0.16,5.4,4.8,5.9,66.2867,3.1,39866,0,100,99.992054,96.8905,99.2627,99.986396,18.9471,85.44975,0.09999999999999999,13.2,6,4,99.68536700000001,26.776,6.8265,1.317,92.9539,69.84,25.5,1.9921,2992.2209,97.76115,0.9897,0.9696,0.9592,8,8.088,18.51,112.2647,90.5416,4.007,4.007,6.001,6.02694,90.79605000000001,16.69,23138868,92137558,3.981938874451421,8042293,11.45662785476729,2.877148096942004,83878,275.8633729941105,1098.4710889625408,99.56302,16.95702440213082,2877.1480969420036,275.8633729941105
Austria,2002,47.2189,118022.5,0.1658,9.0592,85600,9,94.821,94.811,4.114,93.6508,4504000000,51.5117,30.776,5.5806,26315.717,39313.7226,0.9863,54631.6009,30952.1708,29.333333333333332,95.1351,83,81,78,4.4,36.6,78.678,101.3309,6,90.3781,12.1,0.2,5.3,4.8,5.8,66.5868,3,37508,0,100,99.992054,97.0618,99.2627,99.986396,18.7785,94.709,0.19999999999999998,13.2,6,4,99.68536700000001,30.3279,6.8993,1.484,92.973,69.9014,24.7,2.066,2992.2209,97.5124,0.9903,0.9644,0.9515,8,6.093,19.41,112.4281,88.5735,4.852,4.852,7.137,7.159,91.5423,9.75,23562277,93770689,3.979695553192928,8081957,11.602473138622242,2.915417268367055,83878,280.91128782279026,1117.941402990057,98.7322,16.975157601377454,2915.417268367055,280.91128782279026
Austria,2003,46.8524,127257,0.175,9.6246,91100,9,96.055,96.078,3.578,94.709,4059999999.9999995,63.6071,28.498,7.3991,32114.633,39569.2886,0.6501,54986.7436,31962.9255,29.5,97.2973,84,83,79,4.3,42.7,78.6317,102.2359,6,90.4511,11.7,0.19,5.2,4.7,5.7,66.4465,3,44362,0,100,99.992054,97.233,99.2627,99.986396,18.6169,80.402,0.3,13,6,4,99.68536700000001,33.8798,6.9827,1.142,91.8919,62.137,22.6,2.1746,3089.5874,96.5174,0.9942,0.9634,0.9485,8,7.252,17.99,111.2572,88.4393,4.779,4.779,7.429,7.454,91.5423,15.4,24333718,95239650,3.9138963474467814,8121423,11.72696582852537,2.996238220814259,83878,290.10846705930044,1135.4544695867808,98.66398,17.007373559634026,2996.238220814259,290.10846705930044
Austria,2004,46.9769,130786.9,0.1738,9.7412,90800,9,97.941,98.492,4.073,97.0443,6255000000,77.5073,23.024,10.6442,36608.939,40333.3307,1.9309,56048.4807,33523.0205,29.8,93.0348,83,83,74,4.2,54.3,79.1805,102.33266666666667,6,90.6561,11,0.14,5.1,4.5,5.5,66.7651,2.9,55007,0,100,99.992054,97.4043,99.2627,99.986396,18.4343,84.9515,0.1,12.6,6,4,99.68536700000001,33.8798,6.9961,2.565,91.5423,65.4324,23.2,2.1661,3186.9539,96.1538,1.0015,0.963,0.9449,8,9.639,17.38,109.8231,83.4953,5.969,5.969,10.991,10.997,92.7885,13.32,24765560,95258076,3.84639297476011,8171966,11.656690201598979,3.030551032640126,83878,295.25692076587427,1135.6741457831613,98.42558,17.024964576685516,3030.5510326401263,295.25692076587427
Austria,2005,47.5504,131126.2,0.1716,9.7729,92000,9,100,100,3.875,95.1219,7143000000,81.9639,21.504,14.2663,38190.312,40989.0132,1.6257,56959.638,34776.67,28.7,92.6471,86,86,75,4.1,58,79.3317,102.42943333333334,6,92.7264,9.6,0.16,4.9,4.4,5.4,67.2262,2.8,50676,0,100,99.992054,97.5755,99.2627,99.986396,18.2028,86.4078,0.2,12.6,6,4,99.68536700000001,33.8798,6.9942,2.32,95.098,64.6807,24.4,2.3732,3470.7263,97.6077,0.9985,0.9663,0.9516,8,11.842,17.22,107.8835,84.6158,5.682,5.682,11.178,11.183,90.3846,14.76,25555868,97030589,3.7968027147424617,8227829,11.792975887077867,3.1060280907636755,83878,304.6790338348554,1156.806182789289,97.69291,17.056377554693423,3106.0280907636757,304.6790338348554
Austria,2006,48.0319,131221,0.1617,9.4656,89100,9,101.686,101.629,3.779,94.6341,11080000000,89.5389,20.956,17.3158,40387.725,42120.1558,2.7596,58531.5098,37396.0351,29.6,96.0976,83,83,80,4,63.6,79.8805,102.5262,6,92.9408,9.1,0.33,4.8,4.3,5.2,68.7299,2.8,25787,0,100,99.992054,97.7468,99.2627,99.986396,17.8025,86.4734,0.1,12,6,4,99.68536700000001,32.2404,6.9434,3.269,96.0784,66.5651,26.6,2.3592,3536.8228,98.5646,0.9917,0.9699,0.9601,8,11.22,16.28,106.5497,86.0467,5.32,5.32,10.046,10.051,93.75,17.17,26508469,98129546,3.7018186904720904,8268641,11.867675232241913,3.2059039689835367,83878,316.0360165955316,1169.9080330956865,97.04626,17.092974862529527,3205.9039689835367,316.0360165955316
Austria,2007,48.2158,130576.9,0.1502,9.0939,86300,9,103.923,105.153,5.195,96.1165,14800000000,107.1317,20.997,19.5493,46630.129,43568.8303,3.4394,60544.634,39193.8174,30.6,96.6019,85,85,79,3.9,69.4,80.1805,102.7783,6,93.0594,8.6,0.36,4.6,4.2,5.1,69.3695,2.7,24616,0,100,99.9911,97.9181,99.2627,99.9847,17.2316,96.1353,0.4,15.2,6,4,99.6833,32.7869,6.9393,3.775,96.1165,69.6375,29,2.4184,3823.6313,99.5215,0.9877,0.9688,0.9605,8,10.707,15.98,107.1542,86.8328,4.909,4.909,9.596,9.601,94.7115,15.24,27563291,100664352,3.6521165778063294,8295487,12.13483331358364,3.3226850937142087,83878,328.61168602017216,1200.1281861751593,96.39653,17.131995445452382,3322.6850937142085,328.61168602017216
Austria,2008,48.2132,130809,0.1477,9.0413,86100,9,107.28,106.697,4.581,93.6893,19397000000,118.7003,25.193,20.7731,51575.468,44063.8642,1.1362,61232.5489,41046.79,30.4,94.6602,83,83,83,3.8,72.9,80.4317,102.9957,6,93.0932,8.4,0.21,4.5,4.1,5,69.2109,2.6,25405,0,100,99.9893,98.0893,99.2627,99.9816,16.6393,98.5577,0.5,14.5,6,4,99.6794,27.3224,7.1763,1.453,94.1748,70.1078,29.7,2.5694,4152.7549,98.5577,0.9834,0.9656,0.9579,8,10.366,15.72,104.2503,88.4828,4.198,4.198,8.72,8.725,94.2308,15.3,28833247,104709683,3.631560573112005,8321496,12.583035910850645,3.464911477455496,83878,343.75219962326236,1248.356935072367,95.6433,17.177039723692047,3464.911477455496,343.75219962326236
Austria,2009,48.254,121247.4,0.1385,8.157,79400,9,107.715,107.819,3.16,92.823,10420000000,89.6942,23.252,22.5106,47816.021,42372.4758,-3.8385,58882.1417,40665.5047,31.5,93.7799,83,83,76,3.7,73.5,80.3317,102.4618,6,93.1182,7.8,0.21,4.4,4,4.9,68.3629,2.6,18222,0,100,99.9876,98.2606,99.2627,99.9785,16.1746,90.9953,0.7,14.7,6,4,99.6756,27.8689,7.4492,-3.586,92.3445,72.3,31.3,2.5967,4157.9302,96.2085,0.9889,0.9652,0.9551,8,11.726,15.84,106.1967,85.2945,5.371,5.371,10.896,10.903,94.7867,18.77,28566589,102833458,3.5997807788672285,8343323,12.325239955351122,3.4238862621044395,83878,340.57308233386584,1225.9884355850163,97.00593,17.167748411115667,3423.8862621044395,340.57308233386584
Austria,2010,48.1046,126027.4,0.1475,8.8237,84200,9,109.537,110.173,4.151,91.9048,11207000000,99.8895,25.422,24.5114,46662.235,43035.4075,1.5645,59803.3727,41740.1149,30.3,97.1292,86,86,80,3.6,75.2,80.5805,100.8644,6,93.7748,6.8,0.29,4.3,3.9,4.7,68.7964,2.5,22570,0,100,99.9858,98.4318,99.2627,99.9753,15.9866,89.0995,0.5,14.5,6,4,99.6718,27.8689,7.3996,1.809,92.3445,67.7558,31.1,2.7261,4379.1821,96.6825,0.9871,0.9687,0.9607,8,10.788,16.05,103.5135,86.8393,4.883,4.883,9.673,9.68,95.2607,18.34,29700112,103942335,3.4997287215617234,8363404,12.4282331691737,3.5511990093985655,83878,354.0870311643101,1239.208552898257,96.34153,17.206661408479494,3551.1990093985655,354.0870311643101
Austria,2011,47.8895,125332.6,0.1402,8.6032,81800,10,113.417,113.913,4.669,89.5735,7038000000,116.172,26.074,24.9926,51126.851,44146.1958,2.5811,61346.9594,44171.5619,30.8,92.891,89,89,84,3.5,78.7,80.9829,101.9843,6,93.9146,6.4,0.2,4.2,3.8,4.6,68.7689,2.4,31887,0,100,99.9841,98.6031,99.2627,99.9722,16.3676,91.4692,0.4,14.4,6,4,99.6679,27.8689,7.2879,2.927,90.5213,67.5416,31.6,2.6687,4430.5356,96.7136,0.9905,0.9701,0.961,8,10.559,16.26,100.3036,87.5837,4.637,4.637,9.173,9.179,94.8357,19.69,30906198,105339662,3.4083668913271055,8391643,12.552924617980056,3.6829734058038457,83878,368.4660816900737,1255.8675934094756,97.05992,17.24646733663423,3682.9734058038457,368.4660816900737
Austria,2012,48.0162,122753.1,0.1332,8.1883,79300,10,116.33,117.232,3.842,89.5735,6074000000,109.0898,27.132,25.2645,48302.044,44221.46,0.1705,61451.549,46156.4832,30.5,92.891,92,92,88,3.4,80,80.9366,100.1577,6,93.9429,6.4,0.22,4,3.6,4.4,69.2193,2.4,45014,0,100,99.9823,98.7744,99.2627,99.969,14.7199,96.2085,0.6,14.4,6,4,99.6664,27.8689,7.4325,0.628,91.4692,76.0603,34.4,2.9147,4720.811,97.6526,0.9917,0.9716,0.9624,8,10.158,16.17,98.8991,86.8414,4.909,4.909,9.561,9.568,95.3052,19.34,32325646,109540720,3.3886629829454917,8429991,12.994168083927967,3.8346002979125364,83878,385.3888504733065,1305.9529316388086,97.23077,17.29137149788979,3834.6002979125365,385.3888504733065
Austria,2013,48.3092,122119.7,0.1347,8.2092,79500,10,118.794,119.561,3.191,90.5213,7459000000,114.6786,26.329,26.3223,50321.474,43851.3675,-0.8369,60937.2568,47519.8523,30.8,92.891,95,95,92,3.3,80.6,81.1366,100.0143,6,93.8884,5.5,0.17,3.9,3.5,4.3,69.8938,2.4,56726,0,100,99.9805,98.9126,99.2627,99.9659,14.6599,96.2085,0.3,14.1,6,4,99.6659,33.3333,7.4231,-0.251,91.4692,79.3682,34.6,2.9549,4782.124,97.6526,0.989,0.973,0.9656,8,10.341,16.09,99.3175,86.0163,5.367,5.367,9.767,9.774,95.7747,19.23,32940265,110687373,3.360245371432197,8479823,13.053028701188692,3.8845462930063515,83878,392.7163857030449,1319.623417344238,98.02496,17.310206357969566,3884.5462930063513,392.7163857030449
Austria,2014,48.5645,115848.9,0.1266,7.7143,75700,10,120.535,120.526,2.813,90.8654,10515000000,116.693,27.848,27.5977,51342.747,43838.8347,-0.0286,60919.8407,48355.4978,30.5,91.3462,98,98,96,3.2,81,81.4902,98.4089,7,93.9895,5.1,0.16,3.8,3.4,4.1,70.4329,2.3,74375,0,100,99.9786,98.911,99.2627,99.9628,12.9541,95.2381,0.2,13.9,6,4,99.6654,32.2404,7.5186,0.756,91.3462,82.5402,35.7,3.0843,5009.4419,96.6346,0.9936,0.9723,0.9625,8,10.759,16.59,99.1404,85.1787,5.674,5.674,10.508,10.517,94.5813,17.01,33646592,110440776,3.2823762953466433,8546356,12.922557403412636,3.9369518423992633,83878,401.13727079806387,1316.683468847612,99.40557,17.331422360786426,3936.951842399263,401.13727079806387
Austria,2015,48.7327,118044.4,0.1277,7.7949,78100,10,121.511,121.817,2.79,90.4762,5986000000,100,27.876,28.4069,43986.748,43915.228,0.1743,61025.9993,49562.5939,30.5,89.0476,93,93,96,3.1,83.9,81.1902,99.813,7,94.4656,5.7,0.11,3.7,3.4,4,70.4107,2.3,115175,0,100,99.9767,98.9094,99.2627,99.9596,13.6,90,0.7,14.1,6,4,99.665,30.6011,7.5119,1.303,91.4286,78.1279,34.8,3.0497,5073.4287,96.1905,0.991,0.9728,0.9643,8,11.038,16.07,100,84.8071,5.802,5.802,10.91,10.922,94.0887,17.38,35350102,113365901,3.206946927621312,8642699,13.116955825952054,4.090169286238014,83878,421.4466487040702,1351.5570352178163,100,17.380811864022554,4090.169286238014,421.4466487040702
Austria,2016,48.9559,129011.1,0.1259,7.7584,78100,10,122.693,123.748,2.932,90.9524,10132000000,99.582,29.517,28.8776,45032.903,44362.6703,1.0189,61647.7793,52397.8635,30.8,90.9524,87,87,95,3,84.3,81.6415,95.8072,6,94.8147,5.2,0.13,3.6,3.3,4,69.6161,2.2,65976,0,100,99.9748,98.9078,99.2627,99.9565,12.5144,77.1429,0.7,14.4,6,4,99.6645,30.6011,7.4909,2.117,91.4286,79.2285,34.6,3.1165,5400.3477,95.7143,0.9949,0.972,0.9612,8,10.914,15.63,100.306,83.9149,6.064,6.064,11.424,11.428,93.5961,15.77,37090751,117957253,3.1802336113388483,8736668,13.50140041947342,4.245411523019989,83878,442.1988006390233,1406.2954886859486,100.93754,17.428878224266978,4245.411523019989,442.1988006390233
Austria,2017,49.3109,132221.9,0.1273,7.9688,78100,13,125.427,126.632,3.326,90.4762,5244000000,110.0165,29.191,28.5426,47055.738,45056.6387,1.5643,62612.1399,53869.8321,29.7,90.9524,90,90,96,3,87.9,81.6439,98.5185,6,94.838,4.9,0.14,3.6,3.3,3.9,69.8126,2.2,45478,0,100,99.9729,98.9062,99.2627,99.9534,12.1558,85.2381,0.3,14.3,6,4,99.664,34.4262,7.664,2.272,90.9524,77.0242,34,3.0566,5416.0801,97.1429,0.9973,0.9717,0.9596,8,10.454,15.5,98.7763,85.6974,5.561,5.561,9.971,9.979,95.0739,15.69,38586622,121126543,3.1390812857368027,8797566,13.76818804201071,4.3860565524600785,83878,460.03269033596416,1444.0800090607788,101.40483,17.46841621996706,4386.056552460079,460.03269033596416
Austria,2018,49.6839,119783.5,0.119,7.5999,78100,13,128.088,128.804,3.579,90.9524,3830000000,121.009,28.858,28.515,50963.207,45951.5819,1.9863,63855.7815,56636.4953,30.8,90.9524,85,85,94,3,87.5,81.6927,96.509,7,94.8783,4.8,0.049,3.5,3.2,3.9,69.8594,2.2,35296,0,100,99.9728,98.9045,99.2627,99.9534,12.5862,77.3585,0.6,13.3,6,4,99.6654,34.4262,7.7071,2.484,91.4286,78.1654,34.1,3.0918,5682.4409,98.5714,0.9949,0.9741,0.964,8,10.422,15.7,97.3159,86.8635,4.933,4.933,9.572,9.589,94.6602,14.81,40093480,125229170,3.1234297945700895,8840521,14.165360842420938,4.535194249298203,83878,477.99756789623024,1492.9918452991249,101.84433,17.50672431048254,4535.194249298203,477.99756789623024
Austria,2019,50.0671,117921.2,0.1193,7.7178,78100,13,129.999,131.157,3.831,90.4762,10525000000,116.9854,32.009,28.3632,50010.449,46550.5623,1.3035,64688.1438,60354.9279,30.2,91.4286,85,85,95,2.9,87.8,81.8951,97.7948,7,94.8848,4.9,0.16,3.5,3.2,3.8,69.6054,2.2,41090,0,100,99.9727,98.9026,99.2627,99.9534,11.4646,77.3585,0.6,13.9,6,4,99.6669,39.3443,7.8535,1.755,91.4286,78.1471,34,3.1326,5958.8564,98.5714,0.9933,0.9809,0.9749,8,11.008,14.58,97.5648,87.9219,4.56,4.56,8.767,8.786,94.686,13.33,41321435,127890554,3.0950172471018975,8879920,14.402219164136614,4.653356674384454,83878,492.63734233052764,1524.721071079425,102.00747,17.536891954758012,4653.356674384454,492.63734233052764
Austria,2020,50.5184,117490,0.1163,7.0204,78100,13,131.809,132.485,2.914,90.9524,14614000000,110.9274,31.467,29.2106,48764.175,43428.6983,-6.7064,60349.9021,58523.0338,29.8,93.8095,85,85,95,2.9,87.5,81.1927,96.1188,6,94.8848,4.9,0.14,3.4,3.1,3.7,69.6199,2.2,39601,0,100,99.9726,98.9006,99.2627,99.9534,10.9335,76.8868,0.7,14.7,6,4,99.6685,39.3443,8.6968,-6.318,90.9524,80.9966,35.8,3.2028,5829.2861,97.1429,0.9949,0.9859,0.9815,8,11.419,14,98.5426,87.9219,5.201,5.201,10.325,10.343,95.6522,13.33,21671644,79133399,3.651471895717741,8916864,8.874577317765528,2.4304109606247217,83878,258.3710150456616,943.4345001072987,103.17335,16.891515282029665,2430.4109606247216,258.3710150456616
Austria,2021,51.1111,117094,0.1173,7.3891,78100,13,135.446,137.505,6.251,85.7143,8340000000,132.7888,34.309,29.2537,53827.418,45313.399,4.3398,62968.9422,62968.9422,30.7,93.8095,86,86,99,2.8,92.5,81.1902,99.6849,6,94.8848,4.9,0.18,3.3,3,3.6,69.61,2.1,52150,0,100,99.9725,98.8985,99.2627,99.9534,10.9335,79.2453,0.5,14.8,6,4,99.6702,40.4372,9.411266999999995,4.795,87.1429,79.9114,36,3.2636,6323.0034,97.1429,0.9949,0.9859,0.9815,8,12.257,14.51,96.131,87.9219,6.459,6.459,12.023,12.037,94.686,16.16,19757984,66708839,3.37629785508481,8955797,7.448676985420728,2.20616702232085,83878,235.55621259448247,795.3079353346527,102.95745,16.799068271400117,2206.16702232085,235.55621259448247
Austria,2022,51.8278,117094,0.1031,6.7711,78100,13,147.121,151.997,8.797,84.9057,-4070000000,132.7888,31.527,29.2343,52609.011,47250.9696,4.2759,65661.452,70734.9426,30.7,91.5094,84,84,95,2.7,93.6,81.2951,96.2193,7,94.8848,4.9,0.18,3.2,2.9,3.5,68.9854,2.1,157365,0,100,99.9724,98.8963,99.2627,99.9534,10.9335,68.3962,0.5,14.8,6,4,99.672,40.9836,8.6433,5.278,87.2642,79.9114,34.075,3.2005,6658.5488,95.7547,0.9949,0.9859,0.9815,8,12.155,14.51,96.131,87.9219,4.992,4.992,10.327,10.322,94.2029,17.52,35569674,115062696,3.2348538251995227,9041851,12.725568691631835,3.933892960633835,83878,424.0644030615895,1371.7863563747346,102.36913,17.387004006969768,3933.8929606338347,424.0644030615895
Austria,2023,52.5941,117094,0.1,6.4407,78100,13,158.466,160.589,6.027,83.4906,6863000000,132.7888,33.793,29.6478,56290.149,46338.9571,-1.9301,64394.0905,70478.7874,30.7,89.6226,84,84,95,2.6,95.3,81.5415,96.2193,6,94.8848,4.9,0.18,3.1,2.8,3.4,68.9854,2,4819,0,100,99.9724,98.8963,99.2627,99.9534,10.9335,71.564,0.5,14.8,6,4,99.672,40.9836,8.6433,-0.955,90.0943,79.9114,40.844,3.2005,6658.5488,97.1698,0.9949,0.9859,0.9815,8,13.118,14.51,96.131,87.9219,5.264,5.264,10.98,10.946,93.6274,15.72,40650056,127765910,3.1430684867937204,9131761,13.99137690966726,4.451502399153898,83878,484.6331099930852,1523.235055676101,103.46748,17.520510796171134,4451.502399153898,484.6331099930852
Belgium,2000,52.4658,144424.6,0.2415,12.1907,149000,12,74.951,75.83,4.967,90.4255,9393000000,47.3504,24.532,1.4067,23136.511,35878.3154,3.4655,50477.9983,27788.0909,33.1,90.7104,95,60,82,4.8,29.4,77.722,88.5607,8,88.5407,16.7,0.5,5.9,5.2,6.5,59.5096,3,13952,0,100,99.4846,99.6313,78.1955,88.99185,19.4897,83.5979,0.3,14.8,6,6,68.6574,23.3333,5.9619,3.717,85.8696,2.7175,1.4,1.9362,2982.5535,89.0547,0.9945,1.0573,1.1061,6,9.044,22.07,103.9573,80.0824,6.586,6.586,15.249,15.248,92.5373,24.64,10723864,29215345,2.7243300549130427,10251250,2.8499300085355443,1.0461030606023656,30666,349.6988195395552,952.6950042392226,98.2657,16.1879821896724,1046.1030606023655,349.6988195395552
Belgium,2001,52.5495,137430.8,0.2407,12.2426,148000,12,76.778,77.29,3.979,90.1863,7896000000,47.9659,28.383,4.4718,23067.163,36148.2881,0.7525,50857.8289,28796.5796,31.433333333333334,93.4633,95,60,82,4.7,31.3,77.9732,88.5607,8,88.5891,15.8,0.58,5.7,5,6.3,59.6926,2.9,34924,0,100,99.4848,99.6313,78.2021,89.0575,19.0777,87.56615,0.3,14.8,6,6,68.6575,23.3333,6.1395,1.1,85.90775,2.8539,1.6,2.0328,3140.7324,89.0547,0.9938,1.0634,1.1147,6,9.059,22.25,104.3689,80.5467,6.178,6.178,15.332,15.333,92.78605,22.65,10806622,28693963,2.655220382465492,10286570,2.7894587797487405,1.0505564050990759,30666,352.3975086414922,935.6930476749494,98.23339,16.195669744879922,1050.5564050990758,352.3975086414922
Belgium,2002,52.5281,137767.2,0.2227,11.4677,147000,12,77.97,78.32,4.114,89.9471,11622000000,54.4619,27.972,7.8914,25044.331,36600.8625,1.252,51494.5659,30282.2886,29.76666666666667,96.2162,95,60,82,4.5,46.3,78.0756,88.5607,7,88.7451,13.9,0.54,5.5,4.8,6.1,60.1892,2.8,39404,0,100,99.485,99.6314,78.2087,89.08335,18.5923,91.5344,0.3,14.8,6,6,68.6576,23.3333,6.1325,1.707,85.9459,2.7635,1.7,1.9032,2974.5959,89.0547,0.9932,1.0683,1.1223,6,9.777,20.96,104.8244,79.3506,6.91,6.91,15.652,15.652,93.0348,21.54,11067758,29092541,2.628584849795234,10332785,2.815556599696984,1.0711301938441573,30666,360.91299810865456,948.6904389225853,97.40733,16.219546845166885,1071.1301938441572,360.91299810865456
Belgium,2003,52.4831,141010.2,0.2295,11.8899,148000,12,79.153,79.6,3.578,89.418,10806000000,64.4128,27.327,11.9786,30707.665,36826.2699,0.6159,51811.6966,30934.5826,28.1,95.6757,95,64,82,4.4,50,78.1293,88.5607,7,88.9162,12,0.41,5.3,4.7,5.9,59.7683,2.7,34472,0,100,99.4851,99.6313,78.10495,89.10915,18.1085,74.3719,0.3,14.8,6,6,68.6577,35.3333,6.7898,1.038,87.027,2.6716,1.9,1.8412,2985.4468,89.0547,0.9914,1.0575,1.1033,6,10.329,21.44,105.3676,75.7925,7.68,7.68,18.982,18.984,95.5224,23.05,11072093,29018507,2.6208691527428463,10376133,2.7966591214665426,1.0670731572156988,30666,361.05435987738866,946.2762342659623,97.21187,16.21993844668794,1067.0731572156988,361.05435987738866
Belgium,2004,52.4646,142629,0.2191,11.7052,149000,12,80.623,81.2,4.073,90.1478,11434000000,77.3272,26.911,15.5446,35497.552,37976.6973,3.1239,53430.2584,32063.9827,30.5,93.5323,95,64,82,4.2,53.9,78.878,88.5607,7,89.0367,11.4,0.57,5.2,4.6,5.7,60.0402,2.7,35143,0,100,99.4853,99.6314,77.98495,89.13505,17.7016,71.8447,0.1,14.8,6,6,69.9458,34.6667,6.9932,3.571,88.0597,3.3085,2,1.8205,3116.4478,88.9423,0.9965,1.0566,1.0983,6,8.545,20.32,104.1631,77.3499,7.363,7.363,17.505,17.503,90.8654,26.02,11157880,28494396,2.5537464106084666,10421137,2.734288590582774,1.0706969882461002,30666,363.8518228657145,929.185286636666,97.03562,16.227656622337012,1070.6969882461,363.8518228657145
Belgium,2005,52.3334,139972.5,0.2091,11.3703,145000,12,82.669,83.44,3.875,90.2439,7701000000,84.2654,30.242,19.187,36945.499,38645.2606,1.7605,54370.8749,33177.8909,29.3,93.1373,97,77,88,4.1,55.8,78.9805,88.5607,7,90.5014,10.9,0.48,5,4.5,5.6,59.8009,2.6,50576,0,100,99.4855,99.6314,77.86495,89.09764999999999,17.4469,70.3884,0.2,14.8,6,6,71.2456,34.6667,6.8955,2.322,87.2549,3.9945,2.5,1.7906,3173.0793,88.5167,0.9955,1.0699,1.1191,6,13.017,20.66,102.2858,72.9089,8.44,8.44,21.482,21.482,91.3462,28.28,11319300,28380693,2.507283400917018,10478617,2.7084388140152464,1.0802284309083918,30666,369.1156329485424,925.4774995108589,97.24249,16.24201987971615,1080.2284309083918,369.1156329485424
Belgium,2006,51.9611,139761.9,0.1989,11.0155,143000,12,84.596,85.17,3.779,88.7805,7554000000,92.4159,31.133,23.2412,38841.785,39371.0858,1.8782,55392.0545,35258.9851,28.1,94.1463,98,94,92,4,62,79.3805,88.5607,6,90.5984,10.5,0.37,4.9,4.3,5.4,61.0514,2.6,53574,0,100,99.4856,99.6313,77.7449,89.01355,17.3306,73.913,0.2,14.8,6,6,72.5572,34.6667,6.8057,2.553,88.7255,4.9904,2.9,1.8227,3318.0859,88.9952,0.9942,1.0747,1.1272,6,11.245,20.29,102.0166,73.9207,8.246,8.246,20.511,20.512,92.7885,28.63,11800373,29370925,2.48898276351095,10547958,2.7845128886557946,1.1187353040275663,30666,384.80313702471796,957.7683753994652,97.41512,16.283641783848875,1118.7353040275664,384.80313702471796
Belgium,2007,51.5626,138601.3,0.1866,10.6368,139000,12,86.135,87.82,5.195,90.2913,7044000000,108.5955,33.581,25.6894,44496.791,40520.0844,2.9184,57008.6061,36799.5319,29.2,91.7476,98,94,92,3.9,66.8,79.7829,88.5818,7,90.722,10.8,0.39,4.8,4.2,5.3,61.2961,2.5,59911,0,100,99.4858,99.6313,77.6248,89.24225000000001,17.2635,72.4638,0.2,14.8,6,6,73.8806,35.3333,6.7738,3.677,91.2621,5.4254,3.4,1.85,3431.0837,88.9952,0.9969,1.0798,1.1334,6,11.165,18.74,103.374,76.2309,7.459,7.459,18.841,18.842,93.75,27.65,12112478,29849356,2.4643475926230782,10625700,2.8091660784701245,1.1399228286136442,30666,394.98069523250507,973.3697254288137,96.88369,16.309746801433526,1139.9228286136442,394.98069523250507
